CNPJ_FUNDO;DENOM_SOCIAL;CLASSE
35956792000157;OABPREV CLASSICO II FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
35825030000111;KUMBA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;Ações
35825067000140;TOP 0901 FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
35492413000115;ITAÚ AÇÕES PHOENIX IQ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Ações
36352346000104;ARX CREDIT OPPORTUNITIES K FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;Renda Fixa
36668220000135;EXPRESSO GUARUJÁ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVA;Multimercados
36896565000146;CAPSTONE MACRO RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
17545987000122;MURA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;FIDC
35828658000170;VITREO BONDS BRL LIGHT FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
36327334000111;BRASIL CAPITAL 100 SVP PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;Ações
36352601000100;GIANT HANABI FUNDO DE INVESTIMENTO EM AÇÕES;Ações
37235748000183;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO OURO USD;Multimercados
37235773000167;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO OURO;Multimercados
37099054000166;CANASTRA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
35844770000103;CA INDOSUEZ EMERGING MARKETS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;Ações
35844762000159;CA INDOSUEZ EMERGING MARKETS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES;Ações
29010886000136;RRBL 2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
36165084000160;WJWE FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
37069981000133;TRUXT LONG BIAS A FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
35492257000192;TRUXT LONG BIAS PVT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
37099131000188;LAUTCAP FUNDO DE INVESTIMENTO DE ACOES;Não Encontrado
37099085000117;CONCEITO FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
36876212000184;APARIÇÃO FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
36400100000152;MANAGER SPX RAPTOR 180 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CP IE;Multimercados
36400410000177;MANAGER VELT S II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;Ações
36327514000101;APEX LONG BIASED III FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO FIFE;Multimercados
36327637000134;APEX VTR LONG BIASED PREV FIE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
36327569000103;GAMA BRIDGEWATER GLOBAL RISK PREMIUM USD FIC DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR;Multimercados
37098871000108;NAVI 180 MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
36178520000136;BB ESPELHO MULTIMERCADO CANVAS VECTOR PRIVATE FI EM COTAS DE FUNDOS DE INVESTIMENTO;Multimercados
35847505000170;BRADESCO PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO S&P 500 BRL;Multimercados
36352509000140;AZ QUEST SUPRA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
36352498000107;AZ QUEST SUPRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
36828620000160;LARUS CAPITAL PERMANENTE FUNDO DE INVESTIMENTO EM COTAS DE FI EM ACOES INVESTIMENTO NO EXTERIOR;Não Encontrado
36828894000150;LARUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES;Não Encontrado
36181984000100;FACT SEED II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
37227754000199;ANGÁ TOTAL RETURN FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
35825051000137;ERP FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
37248132000147;RPS SELECTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES ÁGORA;Ações
37235981000166;RPS SELECTION LONG BIAS D60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES ÁGORA,;Ações
36165095000140;DAVID FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
36400343000190;SAFRA FARADAY AÇÕES SPECIAL II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;Ações
37227760000146;G5 ALLOCATION ALTERNATIVES OFF I FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
35939897000106;VITÓRIA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
37227804000138;OLIVIA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
36017669000133;VITREO TECH SELECT FUNDO DE INVESTIMENTO EM AÇÕES BDR NIVEL I;Ações
36620426000195;LIÃO II FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
31934072000130;FQJ 7 FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
36165120000196;LAFI FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;Ações
37240404000162;O3 GLOBAL BONDS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
37240234000116;BS2 OURO FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
37265082000106;BNP PARIBAS SMALL CAPS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES ÁGORA;Ações
37265056000188;BNP PARIBAS LONG AND SHORT FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO ÁGORA;Multimercados
36896028000104;ÁLGIDO FUNDO DE INVESTIMENTO EM AÇOES;Não Encontrado
37013129000144;VERDE AM MUNDI AÇÕES GLOBAIS BRL FUNDO DE INVESTIMENTO EM COTAS DE FI EM AÇÕES IE;Ações
37231240000107;ITAÚ INSTITUCIONAL MACRO OPPORTUNITIES MULTIMERCADO FICFI;Multimercados
37265158000101;BAHIA AM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ÁGORA;Multimercados
32786133000121;OPPORTUNITY LÓGICA VECTOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;Ações
35717740000128;TREND BOLSA CHINESA FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
36327455000163;TREND BOLSA AMERICANA ALAVANCADO FUNDO DE INVESTIMENTO EM AÇÕES;Ações
36247540000111;BB ESPELHO MULTIMERCADO AZ QUEST TOTAL RETURN FUNDO DE INVESTIMENTO EM COTAS DE FI;Multimercados
37280206000122;IBIUNA EQUITIES 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES ÁGORA;Ações
37265183000187;BAHIA AM VALUATION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES ÁGORA;Ações
37108062000121;TREND ESG GLOBAL FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
37009380000135;FUNDO DE INVESTIMENTO MULTIMERCADO GULF II CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
37280235000194;AZ QUEST AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES ÁGORA;Ações
36521667000187;STELLA MARIS FUNDO DE INVESTIMENTO EM AÇÕES  BDR NÍVEL I;Ações
36976688000197;TAILÂNDIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;Multimercados
36978726000140;G5 CAPSTONE FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
36428680000196;AZ QUEST MULTI MAX ITAU PREVIDÊNCIA II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULT;Não Encontrado
37280124000188;AZ QUEST YIELD FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO ÁGORA;Renda Fixa
37240657000136;VANQUISH JURO REAL FUNDO DE INVESTIMENTO RENDA FIXA IMAB;Renda Fixa
37240631000198;VANQUISH RF ATIVO FUNDO DE INVESTIMENTO RENDA FIXA;Renda Fixa
37240709000174;FALCON FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
36986777000114;051 SUPERACAO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
36327819000105;ASTER FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
37038061000158;IPÊ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
37240599000140;GAF FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
35828712000188;MILES CAIXA VIRTUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;Ações
36182047000160;PONTO REAL ESTATE FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
36672171000104;ALAMOS COMPASS FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
36017695000161;GENOA CAPITAL RADAR ESTAI FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
37306612000117;ITAÚ INDEX CAMBIAL DÓLAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Cambial
37282299000124;BTG PACTUAL ABSOLUTO LS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES ÁGORA;Ações
35717624000109;OPPORTUNITY PREVIDÊNCIA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
37287338000186;CAP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
36165187000120;ITAÚ MG FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
36249317000103;ITAÚ INDEX US TECH FICFI EM AÇÕES INVESTIMENTO NO EXTERIOR;Ações
36249328000193;ITAÚ INDEX AÇÕES GLOBAIS FX INVESTIMENTO NO EXTERIOR FICFI;Ações
37231455000128;ITAÚ INDEX INFLAÇÃO AMERICANA RENDA FIXA USD INVESTIMENTO NO EXTERIOR FICFI;Renda Fixa
36249379000115;ITAÚ INDEX MULTIMERCADO ESTRATÉGIA S&P 500 USD FICFI;Multimercados
37307475000135;ITAÚ INDEX JUROS REAIS RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Renda Fixa
36318470000145;OCEANA LONG BIASED A FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
37287419000186;GENOA CAPITAL RADAR FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS;Multimercados
37287382000196;ALLEANZA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
37231202000154;PACÍFICO MACRO SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
37307077000119;ITAÚ INDEX JUROS REAIS B5+ RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Renda Fixa
36165245000116;ORBIA RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Renda Fixa
36879422000126;DOPPLER J FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;Não Encontrado
36986851000100;DOPPLER M FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES;Não Encontrado
36114563000158;CROMO III FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
36249306000123;ITAÚ INDEX CRÉDITO SOBERANO EMERGENTES RENDA FIXA USD INVESTIMENTO NO EXTERIOR FICFI;Renda Fixa
35412094000190;ITAÚ INDEX CRÉDITO HIGH YIELD AMERICANO RENDA FIXA USD INVESTIMENTO NO EXTERIOR FICFI;Renda Fixa
37306507000188;ITAÚ BDR NÍVEL 1 AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Ações
37037866000187;HARLEY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
37310314000109;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ALOCAÇÃO ALPHA;Multimercados
37122186000161;TREND IMOBILIÁRIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
37123125000119;TREND IMOBILIÁRIO MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
37333961000128;DALMORE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
36249300000156;ITAÚ INDEX AÇÕES EUROPA EUR INVESTIMENTO NO EXTERIOR FICFI;Ações
37307534000175;ITAÚ INDEX PRÉ LONGO PRAZO RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO;Renda Fixa
37306536000140;ITAÚ INDEX AÇÕES ESTRATÉGIA S&P500 ® FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Ações
37012301000145;OVIEDO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
36978626000114;BS2 BUTIA FUNDAMENTAL LONG BIASED FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
37319496000170;VINTAGE ALPHA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
36249375000137;ITAÚ INDEX AÇÕES EMERGENTES FX INVESTIMENTO NO EXTERIOR FICFI;Ações
37012034000106;CEUTA - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
37348087000100;GENOA CAPITAL RADAR PVT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
36249291000101;ITAÚ INDEX AÇÕES JAPÃO JPY INVESTIMENTO NO EXTERIOR FICFI;Ações
36165265000197;TOP 1405 FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
37348037000115;GENOA CAPITAL RADAR SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
37347946000139;ITAÚ HUNTER TOTAL RETURN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Multimercados
37011315000144;NAPOLES - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
36976786000124;MANAGER GENOA CAPITAL RADAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
37294588000143;GNG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
37348021000102;OCEANA LONG BIASED PVT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
37348061000154;OCEANA LONG BIASED SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
36247512000102;BB RLS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
19424668000194;PREMIUM FUNDO DE INVESTIMENTO MULTIMERCADO;FIDC
73232530000139;DYNAMO COUGAR FUNDO DE INVESTIMENTO EM AÇÕES;Ações
23657960000124;BTG PACTUAL TOF FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
31964487000156;BTG PACTUAL EQUITY TOF FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
575922000127;ALFA AÇÕES PREMIUM - FUNDO DE INVESTIMENTO EM AÇÕES;Ações
16854510000166;BR PARTNERS OUTLET PREMIUM FUNDO DE INVESTIMENTO EM PARTICIPACOES - MULTIESTRATÉGIA;FIP
21409616000190;PRISMA HÉLIOS II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;Ações
21498330000129;VOX IMPACT INVESTING II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;Ações
21523842000106;PRISMA HÉLIOS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA;Ações
23742374000188;CREB I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;Ações
27123654000169;PRISMA BAZAR FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;Ações
8046417000105;FUNDO DE INVESTIMENTO CAIXA MASTER ESSENCIAL 50 RENDA FIXA LONGO PRAZO;Renda Fixa
4150666000187;FUNDO DE INVESTIMENTO CAIXA MASTER LIQUIDEZ RENDA FIXA CURTO PRAZO;Renda Fixa
3737223000124;FUNDO DE INVESTIMENTO CAIXA MASTER PREFIXADO 50 RENDA FIXA LONGO PRAZO;Renda Fixa
5114711000100;FUNDO DE INVESTIMENTO CAIXA MASTER III RENDA FIXA;Renda Fixa
24103743000155;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE TRANSMISSÃO INFINITY DI;Não Encontrado
5164375000100;FUNDO DE INVESTIMENTO CAIXA MASTER CONSERVADOR RENDA FIXA REFERENCIADO DI LONGO PRAZO;Renda Fixa
9468618000155;FUNDO DE INVESTIMENTO CAIXA MASTER PLUS 50 RENDA FIXA REFERENCIADO DI LONGO PRAZO;Renda Fixa
10406600000108;ISHARES BM&FBOVESPA SMALL CAP FUNDO DE ÍNDICE;ETF
3191854000190;FUNDO DE INVESTIMENTO CAIXA MASTER ÍNDICE DE PREÇOS 50 RENDA FIXA LONGO PRAZO;Renda Fixa
8632394000102;RED - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL LP;Não Encontrado
12952661000104;BTG PACTUAL EMISSOES PRIMARIAS II FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;Renda Fixa
10406511000161;ISHARES IBOVESPA FUNDO DE ÍNDICE;ETF
21407758000119;IT NOW IBOVESPA FUNDO DE ÍNDICE;Não Encontrado
32203211000118;ETF BRADESCO IBOVESPA FUNDO DE ÍNDICE;Não Encontrado
10948555000113;FUNDO DE INVESTIMENTO CAIXA MASTER SOBERANO RENDA FIXA LONGO PRAZO;Renda Fixa
18428603000154;BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI VII;Renda Fixa
18418825000196;BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI VI;Renda Fixa
18418851000114;BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI V;Renda Fixa
18418915000187;BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI IX;Renda Fixa
18418812000117;BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI IV;Renda Fixa
18416553000195;BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI III;Renda Fixa
18416618000100;BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI II;Renda Fixa
17898543000170;BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;Renda Fixa
18418894000108;BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI X;Renda Fixa
4616299000164;SANTANDER FUNDO DE INVESTIMENTO IBOVESPA PASSIVO AÇÕES;Ações
18418874000129;BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI VIII;Renda Fixa
1624316000117;ITAÚ RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO;Renda Fixa
4253078000179;BRAM FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI RUBI;Renda Fixa
11419818000160;ITAÚ VERSO A RENDA FIXA REFERENCIADO DI LONGO PRAZO FUNDO DE INVESTIMENTO;Multimercados
3737219000166;FUNDO DE INVESTIMENTO PREVIDENCIÁRIO CAIXA PREVINVEST RENDA FIXA GESTÃO;Renda Fixa
3737220000190;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA PREVINVEST RV 100 PREVIDENCIÁRIO;Ações
9215250000113;BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;Renda Fixa
27635189000145;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGPAR VI;Não Encontrado
30059292000107;FARM I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;Não Encontrado
34964555000175;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AG PARTICIPAÇÕES 5ª EMISSÃO;Ações
35001413000175;FARM M I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;Não Encontrado
30365876000100;CHEMICAL X - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - INDUSTRIA PETROQUIMICA;Não Encontrado
35779965000109;MAUÁ CAPITAL TOTAL RETURN FUNDO DE INVESTIMENTO EM RENDA FIXA LONGO PRAZO;Renda Fixa
10362043000170;SANTANDER FI VIP CAMBIAL;Cambial
5025886000141;SANTANDER FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;Renda Fixa
30687382000134;DRIVER BRASIL FOUR BANCO VOLKSWAGEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANC DE VEÍCULOS;Não Encontrado
20717279000136;CHEMICAL IX - FIDC - INDÚSTRIA PETROQUÍMICA;Não Encontrado
31547712000159;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CLIENTES BRF;Não Encontrado
35818950000102;BR ELETRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;Não Encontrado
24290425000140;SANTANDER BANCOS RENDA FIXA CRÉDITO PRIVADO FI;Renda Fixa
4736006000182;SANTANDER FUNDO DE INVESTIMENTO ETHICAL II AÇÕES;Ações
15323164000127;SANTANDER FUNDO DE INVESTIMENTO VALOR AÇÕES;Ações
13455136000138;SANTANDER FUNDO DE INVESTIMENTO DIVIDENDOS TOP ACOES;Ações
7855693000143;UNION NATIONAL FIDC FINANCEIROS E MERCANTIS;Não Encontrado
7966986000106;SANTANDER FI TÍTULOS PÚBLICOS RENDA FIXA REFERENCIADO DI;Renda Fixa
11180605000128;SANTANDER FUNDO DE INVESTIMENTO IMA-B TITULOS PUBLICOS RENDA FIXA LONGO PRAZO;Renda Fixa
10601349000132;BRAM FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI FEDERAL II;Renda Fixa
9241756000105;BRAM H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO VOLGA;Renda Fixa
11419792000150;ITAÚ CUSTÓDIA RENDA FIXA CURTO PRAZO CAIXA FUNDO DE INVESTIMENTO;Renda Fixa
10309574000108;OPPORTUNITY LEBLON FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;Renda Fixa
31248496000140;VINCI FUNDO DE INVESTIMENTO RENDA FIXA IMOBILIÁRIO - CRÉDITO PRIVADO II;Renda Fixa
1496940000186;BRAM H FUNDO DE INVESTIMENTO AÇÕES INSTITUCIONAL;Ações
3660879000196;BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES SELECTION;Ações
17797493000135;SUL AMÉRICA APOLLO FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
11904064000133;VENTOR DÓLAR HEDGE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
31024153000100;IT NOW ID ETF IMA-B FUNDO DE ÍNDICE;Não Encontrado
2733791000194;ALFA MIX - FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;Renda Fixa
26286939000158;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CIELO;Não Encontrado
29665468000187;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LIGHT;Não Encontrado
32114151000167;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS IMPERIUM CCEAR;Não Encontrado
21498349000175;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES NOVA RAPOSO - MULTIESTRATÉGIA;Ações
12036247000147;SG III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;Não Encontrado
14138802000177;SG IV LOCAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;FIDC
